Application_ID,Applicant_Age,Business_Type,Business_Age,Monthly_Business_Revenue,Monthly_Business_Expenses,Monthly_Business_Profit,Existing_Business_EMI,Loan_Amount,Loan_Tenure,Number_of_Employees,Business_Registration,GST_Registration,Annual_Turnover,Business_Location_Type,Loan_Purpose,Collateral_Available,Loan_Approval
BL100206,43,Retail,2.5,152400,147300,3000,400,100000,5,1,Registered,Yes,1766000,Rural,Inventory,No,Rejected
BL100207,48,Restaurant,3.5,349100,252300,100100,34000,2130000,3,4,Registered,Yes,3795000,Rural,Working Capital,No,Rejected
BL100208,43,Transport,13.0,158600,119100,41900,11300,1227000,2,1,Registered,Yes,1940000,Semi Urban,Equipment Purchase,No,Rejected
BL100209,27,Construction,4.6,166000,146600,12800,5800,117000,5,5,Registered,No,1802000,Rural,Working Capital,Yes,Rejected
BL100210,41,Transport,1.2,87800,84200,4400,1000,100000,5,2,Registered,Yes,1031000,Rural,Business Expansion,No,Rejected
BL100211,44,Retail,13.2,150000,127400,26000,8400,596000,7,2,Registered,Yes,1690000,Urban,Working Capital,Yes,Rejected
BL100212,33,Restaurant,13.0,846400,625400,208300,21600,3516000,5,8,Registered,No,10899000,Rural,Working Capital,Yes,Approved
BL100213,32,Transport,6.5,160200,103600,53800,0,555000,2,1,Registered,Yes,1761000,Urban,Inventory,Yes,Rejected
BL100214,39,Transport,11.2,428200,315600,98700,29700,1000000,5,5,Registered,Yes,5524000,Urban,Business Expansion,No,Approved
BL100215,45,Wholesale,6.2,147300,114000,30500,6800,491000,2,0,Registered,Yes,1741000,Rural,Working Capital,Yes,Rejected
BL100216,35,IT Services,7.7,104900,78700,28300,8000,628000,3,1,Registered,Yes,1252000,Urban,Equipment Purchase,Yes,Rejected
BL100217,42,Retail,3.1,124500,83000,40500,16700,778000,2,0,Registered,Yes,1352000,Semi Urban,Business Expansion,Yes,Rejected
BL100218,29,Wholesale,1.4,307200,183500,126800,31800,1074000,2,2,Unregistered,Not Applicable,3848000,Rural,Working Capital,No,Approved
BL100219,42,Manufacturing,6.4,53700,38800,14200,4600,103000,5,0,Registered,Yes,671000,Rural,Working Capital,No,Rejected
BL100220,24,Restaurant,4.0,552800,336600,215000,75900,3203000,5,4,Registered,No,6848000,Rural,Business Expansion,Yes,Approved
BL100221,43,Wholesale,3.9,264700,125800,145500,25900,1264000,5,2,Registered,Yes,2970000,Rural,Working Capital,No,Approved
BL100222,48,IT Services,8.2,158800,91700,71400,7900,668000,2,0,Registered,Yes,1882000,Urban,Equipment Purchase,Yes,Approved
BL100223,38,IT Services,18.0,123500,78200,45700,22700,1019000,3,1,Registered,Yes,1579000,Rural,Inventory,Yes,Approved
BL100224,45,IT Services,1.3,145400,85600,59200,15300,1031000,5,2,Registered,Yes,1572000,Urban,Working Capital,Yes,Approved
BL100225,42,Construction,14.2,396500,285000,105200,25600,2268000,3,1,Registered,Yes,5004000,Urban,Business Expansion,No,Approved
BL100226,28,IT Services,4.0,77100,40500,37800,2000,542000,2,0,Registered,Yes,972000,Urban,Inventory,No,Rejected
BL100227,29,Transport,4.6,192300,103700,88100,20900,728000,1,0,Registered,No,2509000,Semi Urban,Working Capital,Yes,Approved
BL100228,37,Retail,5.1,391400,333400,68100,16900,514000,2,3,Registered,No,4762000,Urban,Working Capital,No,Approved
BL100229,39,Transport,3.7,58900,47700,9200,500,100000,3,0,Registered,Yes,682000,Urban,New Branch,No,Rejected
BL100230,33,Retail,2.8,136400,99200,36000,11200,962000,2,0,Registered,No,1495000,Urban,Working Capital,No,Rejected
BL100231,29,Healthcare,9.0,80200,69700,10300,1700,300000,7,0,Registered,No,1032000,Urban,New Branch,No,Rejected
BL100232,23,Retail,2.4,91700,54500,38100,0,366000,5,0,Registered,Yes,1111000,Urban,Working Capital,Yes,Rejected
BL100233,55,Construction,0.5,226400,177200,43300,5300,1243000,2,1,Registered,Yes,2614000,Urban,Inventory,Yes,Rejected
BL100234,55,Wholesale,5.6,293500,194100,98600,34000,1215000,2,3,Registered,Yes,3769000,Urban,Working Capital,Yes,Rejected
BL100235,32,Construction,4.4,155400,136600,21800,1400,468000,1,1,Registered,Yes,1941000,Urban,Technology Upgrade,No,Approved
BL100236,27,Manufacturing,2.7,80900,57900,23500,13200,355000,7,0,Registered,Yes,891000,Semi Urban,Inventory,Yes,Rejected
BL100237,53,Wholesale,11.0,118200,67500,51500,14000,1074000,2,1,Registered,Yes,1460000,Urban,Working Capital,No,Rejected
BL100238,23,Healthcare,3.0,252200,217500,30600,16400,803000,10,0,Registered,No,3232000,Rural,Working Capital,No,Rejected
BL100239,49,Manufacturing,11.1,194600,123300,70500,2400,1879000,10,0,Registered,Yes,2221000,Urban,New Branch,Yes,Approved
BL100240,46,Retail,3.7,97900,52100,43800,800,1176000,2,0,Registered,Yes,1109000,Urban,Inventory,Yes,Rejected
BL100241,37,Construction,1.6,148300,130900,20400,3300,252000,10,2,Registered,No,1940000,Urban,New Branch,No,Approved
BL100242,53,Construction,7.7,317400,243600,76500,700,1885000,3,1,Registered,Yes,3971000,Urban,Working Capital,Yes,Approved
BL100243,34,Retail,10.7,224300,128300,96600,12700,1389000,3,3,Registered,Yes,2900000,Urban,Inventory,Yes,Approved
BL100244,48,Restaurant,2.8,106200,71300,35300,15500,365000,7,1,Registered,No,1239000,Rural,Business Expansion,No,Rejected
BL100245,38,IT Services,4.0,231700,154600,82700,12700,1108000,5,0,Registered,Yes,3014000,Semi Urban,New Branch,No,Approved
BL100246,29,Retail,9.0,141900,80600,67000,0,962000,5,2,Registered,Yes,1734000,Rural,Equipment Purchase,No,Approved
BL100247,58,IT Services,1.1,134900,77300,57800,14200,1128000,3,3,Registered,No,1638000,Semi Urban,Business Expansion,Yes,Rejected
BL100248,34,Retail,4.0,215200,144500,71100,28300,1480000,3,2,Registered,Yes,2459000,Urban,Working Capital,Yes,Rejected
BL100249,36,Other Services,16.0,102900,83600,20100,0,313000,5,1,Registered,Yes,1117000,Rural,Working Capital,No,Approved
BL100250,47,Other Services,5.4,152600,121000,36000,0,931000,2,0,Registered,Yes,1841000,Urban,Equipment Purchase,No,Rejected
BL100251,51,Wholesale,14.9,372600,228300,150100,31300,1093000,10,1,Registered,No,4901000,Rural,Inventory,No,Approved
BL100252,28,IT Services,1.5,874800,693300,188500,3800,5054000,7,8,Registered,Yes,10272000,Urban,Equipment Purchase,No,Approved
BL100253,53,Other Services,1.8,71100,62400,9800,1700,231000,2,0,Registered,Yes,928000,Semi Urban,Inventory,Yes,Rejected
BL100254,40,Transport,4.2,117400,67200,51200,21300,755000,5,0,Registered,Yes,1287000,Semi Urban,Inventory,Yes,Rejected
BL100255,39,Retail,2.0,391700,305400,75400,10800,1567000,1,2,Registered,No,4442000,Urban,Equipment Purchase,Yes,Rejected
BL100256,38,Manufacturing,6.7,93600,64200,31400,8400,513000,5,1,Registered,Yes,1075000,Urban,Business Expansion,Yes,Rejected
BL100257,40,Transport,20.0,184100,119400,61800,17300,531000,5,2,Registered,Yes,2152000,Semi Urban,Equipment Purchase,No,Approved
BL100258,26,Other Services,4.3,584400,401100,182300,14800,5311000,2,7,Registered,No,7092000,Semi Urban,Working Capital,Yes,Rejected
BL100259,44,Restaurant,4.1,128400,101400,25000,1000,362000,3,0,Registered,Yes,1645000,Urban,Business Expansion,Yes,Rejected
BL100260,42,Retail,1.8,171000,88900,81200,28400,2128000,5,0,Registered,Yes,2081000,Rural,Working Capital,No,Rejected
BL100261,37,Construction,17.0,91800,62800,29400,6100,726000,5,0,Registered,Yes,1019000,Semi Urban,Inventory,Yes,Approved
BL100262,42,Manufacturing,14.7,300100,191000,117300,27100,2842000,1,1,Registered,No,3266000,Semi Urban,Working Capital,No,Approved
BL100263,38,Retail,11.2,68000,46700,20700,4000,142000,3,0,Registered,Yes,848000,Urban,Working Capital,Yes,Rejected
BL100264,39,Construction,5.0,131300,86700,48400,8800,1259000,3,1,Registered,No,1643000,Urban,Business Expansion,No,Approved
BL100265,44,Wholesale,12.3,91300,53500,34900,8000,610000,5,0,Registered,Yes,987000,Urban,Equipment Purchase,Yes,Approved
BL100266,38,IT Services,8.6,163900,152300,7600,200,205000,3,1,Registered,No,1804000,Semi Urban,Working Capital,Yes,Rejected
BL100267,33,Retail,3.4,605200,211800,363100,93800,5588000,3,5,Registered,Yes,7818000,Rural,Equipment Purchase,Yes,Approved
BL100268,47,Retail,26.6,250600,190000,64400,3200,1389000,2,1,Registered,Yes,3061000,Semi Urban,Business Expansion,Yes,Rejected
BL100269,30,IT Services,0.9,229400,174200,50900,27900,673000,7,0,Registered,Yes,2733000,Urban,Working Capital,Yes,Rejected
BL100270,49,Transport,4.6,237400,164800,66700,19500,1557000,1,0,Registered,No,2616000,Rural,Inventory,No,Rejected
BL100271,37,Education,3.1,196100,141300,61800,15000,1842000,3,2,Registered,Yes,2250000,Urban,Business Expansion,Yes,Rejected
BL100272,48,Wholesale,0.3,429500,329400,99000,4000,1356000,2,5,Registered,Yes,5380000,Semi Urban,Business Expansion,No,Approved
BL100273,53,IT Services,0.8,316200,194700,130900,47900,1829000,1,1,Unregistered,No,3848000,Urban,Technology Upgrade,Yes,Rejected
BL100274,39,Retail,17.5,91100,58000,35000,4500,836000,5,1,Registered,No,1103000,Semi Urban,Business Expansion,No,Approved
BL100275,48,Retail,3.8,356800,229500,133100,38700,2339000,2,4,Registered,Yes,4535000,Semi Urban,Inventory,No,Rejected
BL100276,46,Transport,4.7,228900,170800,63900,6400,813000,5,1,Registered,Yes,2873000,Rural,Working Capital,Yes,Rejected
BL100277,42,Restaurant,3.9,261200,196200,63600,0,1862000,5,2,Registered,No,2999000,Urban,Working Capital,No,Rejected
BL100278,45,Retail,4.1,59500,32600,25500,11000,194000,10,0,Registered,Yes,774000,Urban,Inventory,Yes,Rejected
BL100279,37,IT Services,0.8,198900,134600,66400,19000,1792000,3,1,Unregistered,No,2435000,Urban,New Branch,Yes,Rejected
BL100280,55,Construction,7.5,182900,110700,70900,10000,513000,1,2,Registered,No,2032000,Semi Urban,Working Capital,No,Approved
BL100281,41,Retail,8.2,131200,73900,58900,29200,1265000,3,0,Registered,No,1578000,Rural,Business Expansion,No,Approved
BL100282,33,Retail,3.5,378500,236100,149200,29400,2163000,2,6,Registered,No,4473000,Rural,New Branch,Yes,Approved
BL100283,36,Wholesale,10.2,74500,40200,33100,12600,738000,3,0,Registered,Yes,949000,Urban,New Branch,Yes,Rejected
BL100284,48,Wholesale,17.8,1222300,551300,656500,0,14373000,3,11,Registered,Yes,15928000,Semi Urban,Equipment Purchase,No,Approved
BL100285,32,Retail,0.9,101700,70800,30700,4600,397000,3,0,Unregistered,No,1151000,Urban,Working Capital,Yes,Approved
BL100286,57,Transport,4.9,263600,213000,57300,9000,827000,5,1,Registered,Yes,3305000,Rural,Technology Upgrade,No,Approved
BL100287,52,Transport,7.4,226100,146000,76500,4000,1827000,3,2,Registered,Yes,2734000,Urban,Working Capital,Yes,Rejected
BL100288,29,Retail,1.1,400700,322800,92600,6200,581000,5,4,Registered,Yes,5195000,Semi Urban,New Branch,Yes,Approved
BL100289,47,Construction,14.9,541800,425700,98300,21900,1470000,5,4,Registered,No,5949000,Semi Urban,Working Capital,Yes,Approved
BL100290,31,Retail,9.4,153100,87600,70500,12300,753000,3,2,Registered,Yes,1914000,Semi Urban,New Branch,Yes,Approved
BL100291,32,Construction,9.5,220900,127700,94300,16100,1691000,3,0,Registered,Yes,2899000,Semi Urban,Inventory,Yes,Approved
BL100292,36,Manufacturing,14.9,153800,76700,78700,9700,871000,1,0,Registered,Yes,1874000,Urban,Working Capital,No,Approved
BL100293,33,Manufacturing,4.8,111300,79700,32900,11600,746000,5,1,Registered,Yes,1284000,Semi Urban,Business Expansion,Yes,Rejected
BL100294,47,Transport,4.9,202900,152500,41000,500,1024000,5,1,Registered,Yes,2513000,Semi Urban,Working Capital,No,Approved
BL100295,42,Transport,6.0,195600,133900,60600,12600,798000,2,1,Registered,Yes,2123000,Rural,New Branch,Yes,Approved
BL100296,44,Manufacturing,7.9,200100,116900,82600,10900,1607000,2,1,Registered,Yes,2427000,Urban,Inventory,Yes,Approved
BL100297,40,Other Services,8.3,158400,106800,55400,6700,974000,5,2,Registered,No,1859000,Urban,Working Capital,No,Approved
BL100298,35,IT Services,2.5,243800,188800,54600,0,637000,2,1,Registered,No,2700000,Urban,Equipment Purchase,Yes,Rejected
BL100299,35,IT Services,1.8,317800,241900,85000,16500,2035000,5,4,Registered,Yes,4127000,Semi Urban,Technology Upgrade,No,Approved
BL100300,50,Manufacturing,8.8,96400,72400,27500,3000,356000,2,0,Registered,Yes,1151000,Rural,Working Capital,Yes,Approved
BL100301,37,Retail,8.3,287800,208600,82600,19900,1673000,3,1,Registered,Yes,3716000,Semi Urban,Working Capital,Yes,Approved
BL100302,53,Healthcare,12.5,507300,422500,86800,57400,2315000,2,1,Registered,No,5793000,Urban,New Branch,No,Rejected
BL100303,34,Restaurant,10.9,92500,51500,39100,8800,851000,2,2,Registered,No,1068000,Urban,Equipment Purchase,Yes,Approved
BL100304,40,IT Services,1.4,218100,131900,89000,24000,1361000,5,1,Registered,No,2871000,Urban,Equipment Purchase,Yes,Approved
BL100305,43,Healthcare,1.8,261100,146700,112800,9300,2118000,7,1,Registered,Yes,3166000,Urban,Technology Upgrade,Yes,Approved
BL100306,51,Retail,2.8,318100,200600,126500,28600,3450000,5,1,Registered,Yes,3722000,Semi Urban,Working Capital,Yes,Approved
BL100307,49,Transport,6.7,340400,297400,33200,6100,705000,2,4,Registered,No,4289000,Semi Urban,Inventory,No,Rejected
BL100308,43,Restaurant,14.1,409500,239400,164700,12500,3159000,5,4,Registered,Yes,4478000,Urban,New Branch,Yes,Approved
BL100309,41,Healthcare,6.7,215700,126600,93200,5900,1474000,2,0,Registered,Yes,2727000,Urban,Equipment Purchase,No,Approved
BL100310,32,IT Services,5.4,109300,50400,62700,17000,1512000,3,0,Registered,Yes,1220000,Semi Urban,Equipment Purchase,No,Rejected
BL100311,38,Other Services,1.9,160400,122800,40000,4000,405000,2,0,Registered,Yes,1740000,Rural,Working Capital,No,Rejected
BL100312,60,Restaurant,5.2,472600,320400,164500,9600,3811000,5,2,Registered,Yes,6231000,Urban,Business Expansion,No,Approved
BL100313,31,Retail,9.4,117300,101200,16600,6600,323000,7,0,Registered,Yes,1324000,Rural,Working Capital,No,Rejected
BL100314,35,Wholesale,4.2,271400,234400,46400,19900,379000,5,5,Registered,Yes,3516000,Urban,Working Capital,Yes,Rejected
BL100315,28,Retail,3.7,330100,177100,154900,9400,4038000,3,1,Registered,No,3964000,Urban,Working Capital,No,Approved
BL100316,33,Retail,11.7,287000,192900,97300,34900,1930000,7,1,Registered,Yes,3213000,Rural,Working Capital,Yes,Approved
BL100317,29,IT Services,8.0,347200,293800,55200,0,1142000,3,2,Registered,Yes,4184000,Rural,New Branch,No,Approved
BL100318,29,Restaurant,9.0,195000,114200,80000,4600,1590000,3,1,Registered,No,2197000,Semi Urban,Equipment Purchase,No,Approved
BL100319,43,Wholesale,2.9,187100,151300,37600,700,1051000,2,0,Registered,Yes,2054000,Urban,Technology Upgrade,No,Rejected
BL100320,47,Transport,17.0,591000,211400,354600,44200,6779000,7,1,Registered,Yes,6817000,Urban,Working Capital,No,Approved
BL100321,43,Education,3.5,649200,437100,218700,43700,5329000,2,4,Registered,Yes,7766000,Urban,Equipment Purchase,No,Approved
BL100322,31,Restaurant,4.7,473500,283900,168900,1900,3191000,10,4,Registered,Yes,5870000,Semi Urban,Equipment Purchase,No,Approved
BL100323,25,Wholesale,5.0,276400,226400,45500,6100,1147000,5,1,Registered,Yes,3211000,Urban,Technology Upgrade,No,Approved
BL100324,23,Construction,3.0,140700,88900,50500,2900,1255000,7,2,Registered,Yes,1619000,Rural,Business Expansion,No,Approved
BL100325,29,Wholesale,7.2,215800,169900,39700,9300,1183000,3,1,Registered,Yes,2561000,Urban,Working Capital,Yes,Rejected
BL100326,31,Restaurant,7.4,184000,137800,43000,9300,873000,2,1,Registered,No,2185000,Rural,Inventory,No,Rejected
BL100327,36,Retail,5.0,384800,224300,166400,67900,2437000,3,1,Registered,Yes,4920000,Urban,Inventory,No,Approved
BL100328,42,Manufacturing,7.7,251300,200200,53000,0,1470000,7,2,Registered,Yes,2777000,Rural,Business Expansion,No,Approved
BL100329,37,Retail,4.1,282200,212100,75900,28000,1643000,3,1,Registered,No,3108000,Urban,Equipment Purchase,Yes,Approved
BL100330,54,Transport,8.0,194900,94500,104200,38600,2159000,2,0,Registered,Yes,2347000,Urban,Working Capital,Yes,Approved
BL100331,61,Wholesale,9.4,44500,33300,12100,1400,288000,5,1,Registered,Yes,543000,Urban,New Branch,Yes,Rejected
BL100332,39,Restaurant,5.9,436900,270800,166900,24100,3023000,1,3,Registered,Yes,5028000,Semi Urban,Inventory,No,Approved
BL100333,23,Other Services,3.0,191300,141900,54800,13600,1265000,5,1,Registered,Yes,2164000,Semi Urban,Equipment Purchase,Yes,Approved
BL100334,35,Wholesale,3.0,355400,253800,97900,34300,2898000,5,2,Registered,No,4572000,Rural,Equipment Purchase,Yes,Approved
BL100335,38,Other Services,6.0,162300,131900,34800,0,807000,2,3,Registered,Yes,1835000,Urban,Technology Upgrade,Yes,Rejected
BL100336,46,Restaurant,18.6,526100,423200,112800,14700,2739000,2,1,Registered,Yes,6500000,Rural,Business Expansion,No,Approved
BL100337,28,Transport,5.9,144200,83500,62700,16600,1430000,5,1,Registered,Yes,1802000,Urban,Equipment Purchase,No,Approved
BL100338,25,Restaurant,5.0,190500,117000,73600,15400,1569000,2,1,Registered,No,2324000,Semi Urban,Business Expansion,No,Approved
BL100339,42,Other Services,2.2,200700,130100,68100,13800,1452000,5,2,Registered,No,2360000,Urban,Technology Upgrade,Yes,Rejected
BL100340,35,Manufacturing,3.2,80400,65900,14600,0,433000,5,0,Registered,No,1027000,Urban,Working Capital,Yes,Rejected
BL100341,35,Manufacturing,5.6,254300,159900,86900,10800,1896000,5,0,Registered,Yes,3013000,Semi Urban,Working Capital,No,Approved
BL100342,32,Transport,11.9,326600,236100,97600,13800,695000,1,0,Registered,Yes,3597000,Urban,Business Expansion,No,Approved
BL100343,36,Restaurant,9.9,255700,204200,49300,3300,547000,3,1,Registered,Yes,2766000,Rural,Business Expansion,No,Approved
BL100344,42,Education,2.7,798500,548600,243900,89300,3077000,5,4,Registered,Yes,10389000,Semi Urban,Technology Upgrade,No,Approved
BL100345,23,Retail,3.0,116500,105500,6800,1000,152000,5,0,Registered,Yes,1489000,Semi Urban,Inventory,Yes,Rejected
BL100346,40,Retail,6.0,70600,43100,26100,1900,259000,3,0,Registered,Yes,912000,Rural,Technology Upgrade,Yes,Rejected
BL100347,46,Retail,6.3,97300,73100,29400,14500,807000,2,0,Registered,Yes,1110000,Semi Urban,Working Capital,No,Rejected
BL100348,44,Restaurant,9.4,209100,153100,53500,14300,538000,3,0,Registered,Yes,2392000,Rural,Working Capital,Yes,Approved
BL100349,59,Healthcare,8.7,408100,284500,132200,29600,3452000,5,1,Registered,Yes,4989000,Semi Urban,Inventory,No,Rejected
BL100350,36,Other Services,8.3,220700,89000,126100,22700,3530000,7,1,Registered,No,2858000,Rural,Inventory,No,Rejected
BL100351,39,Education,8.7,147900,95400,48600,4800,1449000,5,3,Registered,Yes,1914000,Urban,Technology Upgrade,No,Rejected
BL100352,51,Other Services,0.9,488100,221600,266400,19700,1701000,3,2,Unregistered,Not Applicable,5652000,Rural,Business Expansion,No,Approved
BL100353,40,Restaurant,19.0,185500,114200,71600,1700,1257000,5,2,Registered,Yes,2389000,Semi Urban,Equipment Purchase,No,Approved
BL100354,54,Wholesale,6.2,87200,58500,27700,4100,692000,3,2,Registered,Yes,1023000,Urban,Equipment Purchase,Yes,Approved
BL100355,47,Restaurant,9.7,361900,351000,10900,0,306000,2,2,Registered,No,4065000,Semi Urban,Inventory,Yes,Rejected
BL100356,41,Construction,11.9,292700,227800,60400,20200,1109000,2,3,Registered,Yes,3269000,Rural,Technology Upgrade,No,Approved
BL100357,40,Education,3.7,229200,125200,109600,10800,1292000,5,1,Registered,Yes,2796000,Semi Urban,New Branch,Yes,Rejected
BL100358,38,Retail,5.3,525900,371300,175800,57700,2525000,5,6,Registered,Yes,5774000,Urban,Inventory,Yes,Approved
BL100359,40,IT Services,11.9,186700,137200,53400,4000,839000,5,1,Registered,Yes,2268000,Rural,Working Capital,No,Approved
BL100360,32,IT Services,12.0,235100,162900,65800,17000,1647000,3,1,Registered,No,2551000,Urban,Working Capital,No,Approved
BL100361,46,Education,6.0,110700,75500,36200,0,1029000,3,1,Registered,Yes,1256000,Rural,Inventory,No,Approved
BL100362,57,Education,1.3,130300,79200,49600,5200,844000,2,0,Registered,No,1684000,Semi Urban,Working Capital,No,Rejected
BL100363,24,Education,2.9,149600,108700,39200,4800,1137000,5,3,Registered,No,1941000,Semi Urban,Inventory,Yes,Rejected
BL100364,51,Construction,4.1,301300,215100,90500,21500,2047000,3,2,Registered,No,3753000,Semi Urban,Technology Upgrade,No,Approved
BL100365,42,Education,7.2,132500,101800,31000,400,530000,3,0,Registered,Yes,1461000,Urban,Equipment Purchase,No,Approved
